given_name,family_name,date_of_birth,place_of_birth
Ivy,Custerson,08-03-1907,Banff
Alfred,Lees,1844-01-14,Banbridge
Evelyn,Brown,26-10-1908,Stranraer
Thomas,Newton,17-07-1909,Ballymoney
Michele,Gallant,11-02-1963,Campbeltown
Cyril,Graham,24-10-1901,Kinross
William,Bennett,05-01-1916,Dromore
Sarah,Gibbs,1849-03-18,Dumfries
Glenn,Bevan,13-11-1983,Coatbridge
Mary,Polley,1886-12-30,Perth
Rose,Hallett,1894-09-15,Musselburgh
Matthew,Masterman,29-04-1903,Invergordon
David,Logan,13-03-1972,Lisburn
George,Heppleston,1840-02-03,Banff
Deborah,Attwater,07-02-1937,Anstruther
Teresa,Crowley,25-10-1960,Lurgan
Elizabeth,Parker,1856-07-11,Nairn
Richard,Croughton,04-05-1906,Kirriemuir
Dennis,Lyons,28-12-1948,Cupar
George,Jones,13-04-1931,Belfast
William,Walker,1883-04-06,Langholm
Nicholas,Chieke,20-08-1956,Forres
Brian,Blackwell,30-04-1936,Newton Stewart
Raymond,Squire,18-02-1975,Bangor
Christopher,Carey,1877-02-04,Kirriemuir
Philip,Whittingham,03-09-1956,Dromore
Stacey,Hanton,17-04-1980,Banff
Paul,Hitchcock,19-11-1974,Langholm
Virginia,Talbot,29-11-1973,Airdrie
Mary,Norman,1874-01-30,Alloa
Emma,Woodfield,1854-04-06,Anstruther
Percy,Davies,19-03-1913,Wick
Jacob,Clarke,02-11-1983,Banbridge
Paul,Bower,16-07-1974,Inverness
Mark,Jones,01-10-1956,St Andrews
Kate,Peters,1897-05-10,Wishaw
Ellen,Mcgarry,25-01-1921,Carrickfergus
Kenneth,Jefferson,16-03-1924,Portsoy
Brian,Malaws,08-09-1950,Banff
Harold,Turner,28-10-1907,Forres
Miriam,Horsnell,18-12-1905,Stranraer
Sophia,Morgan,1843-06-01,Enniskillen
James,Williams,1850-02-24,Ardrossan
Henry,Nixon,05-09-1914,Bathgate
Elsie,Chater,26-08-1914,Dingwall
Mary,Lindop,29-11-1910,Stonehaven
Fred,Smith,1880-02-23,Coleraine
Percy,Podd,30-06-1933,Cupar
Brian,Smy,18-05-1948,Nairn
Joan,Ball,09-04-1931,Carrickfergus
Phoebe,Rowlinson,1859-11-18,Newton Stewart
Sarah,Boden,1864-01-27,Omagh
Olive,Bottomley,26-11-1911,Port Glasgow
Robert,Dixon,17-06-1952,Stonehaven
Dianne,Crowder,02-10-1948,Stranraer
Gillian,Cookman,16-01-1956,Campbeltown
Henry,Syner,1881-06-19,Anstruther
Mary,Atteridge,01-12-1947,Kirkwall
Melvyn,Goldstein,05-04-1944,Ardrossan
Janet,Pearson,20-12-1956,West Calder
Glenys,Bowen,25-11-1934,Peterhead
Mary,Hall,1897-02-27,Campbeltown
Roger,Fletcher,07-06-1943,Bellshill
Robert,Jackson,12-06-1968,Glasgow
Winifred,Suggett,07-07-1936,Paisley
Violet,Moyses,1892-04-03,Invergordon
George,Whysall,10-04-1907,Keith
Alfred,Helme,1867-04-04,Glasgow
James,Garnett,14-04-1918,Brechin
Raymond,Ford,10-09-1946,St Andrews
Thomas,Owen,1884-06-22,Buckie
Alan,Smee,12-12-1936,Enniskillen
Agnes,Daugherty,1886-02-22,Jedburgh
Bertha,Bratton,1899-02-23,Elgin
Peter,Jennings,16-10-1952,Ballymoney
Female,Lancaster,1856-04-25,Galashiels
Louise,Scott,01-08-1974,Airdrie
Hugh,Jones,1876-03-04,Newry
Terry,Parker,23-06-1939,Campbeltown
Ethel,Edwards,29-08-1914,Downpatrick
Jane,Fruin,27-05-1920,Banff
John,Mitcheson,1853-10-28,Carluke
Ruth,Dodd,1891-02-24,Carrickfergus
Frederick,Peacock,25-09-1919,St Andrews
Abraham,Felstein,1890-01-27,Clydebank
Colin,Butterworth,25-02-1945,Stirling
Wendy,Poole,28-05-1951,Newton Stewart
Fred,Stark,23-06-1927,Ardrossan
Alice,Curtis,1866-07-08,Hawick
Abigail,Harris,19-04-1982,West Calder
Gwendoline,Starkey,1878-01-14,Wishaw
Simon,Ponting,13-01-1965,Wick
Jacqueline,Boland,27-02-1960,Forres
Eliza,Roberts,1844-10-09,Crieff
Gary,Clark,14-12-1970,Keith
Charles,Baker,1872-02-28,Langholm
Annie,Hinchliffe,1897-02-05,Bangor
Mary,Moore,1869-11-04,Falkirk
Kay,Richards,02-02-1947,Coleraine
Emma,Fryer,1868-05-16,Cookstown
Bridget,Strong,05-03-1959,Rothesay
Hubert,Downing,1897-10-29,Invergordon
Frederick,Cooper,1891-04-28,Campbeltown
Charlotte,Scholes,31-07-1905,Forfar
Uriah,Bullock,1837-09-26,Ballymoney
Sydney,Vivian,23-12-1912,Nairn
Francis,Cummins,1863-10-01,Hawick
Alison,Matherson,10-06-1970,Selkirk
Alfred,Randall,1853-04-28,Dundee
Susan,Walker,06-12-1953,Grantown-on-Spey
James,Jones,10-05-1914,Dumbarton
Madelaine,Willetts,02-02-1966,Lurgan
Uriah,Tomlinson,1871-12-26,Coatbridge
Sarah,Price,1863-03-01,Crieff
Frances,Bosworth,24-01-1910,Jedburgh
Marjorie,Bradley,25-10-1929,Aberdeen
Frederick,Nedahl,08-11-1916,Golspie
Alice,Brock,1875-02-21,Cookstown
Laura,Dittmar,1873-04-26,Newtownards
Henry,Crookes,1841-12-18,Hamilton
Mary,Newell,1888-01-11,Kirriemuir
Alan,Roper,30-03-1965,Leven
Jane,Davison,26-05-1904,Greenock
Eva,Farley,30-09-1909,Portadown
Karen,Frosdick,14-12-1967,Enniskillen
Thomas,Lethbridge,1839-04-10,Milngavie
Janis,Halliwell,17-11-1951,Blairgowrie
Arthur,Cocker,1887-11-30,Dumbarton
Adelaide,Murphy,1867-05-04,Tillicoultry
Thomasine,Harris,1884-06-16,Anstruther
Ernest,Lear,1889-04-03,Milngavie
Adrian,Hagerty,27-02-1955,Motherwell
Walter,Pankhurst,1853-06-02,Bellshill
Christopher,Tyson,15-06-1962,Newton Stewart
Arthur,Thomas,07-09-1913,Carluke
Agnes,Leggatt,1856-03-04,Forfar
Terence,Glen,12-01-1956,Dalkeith
Miles,Marsh,1842-07-27,Lisburn
Thomas,Harrop,1842-03-03,Dumbarton
Julia,Kingsnorth,29-08-1940,Jedburgh
James,Clinton,28-02-1981,Tillicoultry
Ian,Mercer,02-12-1953,Milngavie
Louisa,Armitage,1848-04-03,Banbridge
Nicholas,Howe,17-02-1967,Kirkwall
Jacqueline,Keg,26-03-1960,Crieff
Thomas,Green,1877-07-24,Fraserburgh
Rosalind,Farnham,09-05-1943,Brechin
Eva,Mason,1883-02-28,Peterhead
John,Melvin,29-10-1906,Stranraer
Joseph,Cartwright,09-12-1900,Armagh
Lindsay,Wardrop,20-01-1966,Alloa
Robert,Heyes,1889-09-24,Dufftown
Mary,Morris,08-12-1905,Coleraine
Harriet,Airzee,1866-12-02,Montrose
Eliza,Richardson,1844-02-06,Belfast
Skelton,Willoughby,1842-04-03,Elgin
Eliza,Bedford,1898-10-29,Anstruther
Jennifer,Nicolson,02-05-1948,Perth
David,Yates,01-01-1947,Helensburgh
Carol,Dimond,14-09-1969,Armagh
William,Jones,10-08-1901,Dundee
Betty,Theaker,29-08-1931,Newtownards
Margaret,Brown,1871-11-07,Selkirk
Alice,Dixon,21-05-1900,Ardrossan
Ethel,Jones,25-06-1901,Fraserburgh
Arthur,Mace,09-09-1911,Downpatrick
Alison,Clemens,26-05-1960,Forfar
Mary,Young,1895-03-04,Galashiels
Alfred,Sudborough,1848-01-09,Ballymoney
Ada,Dyoss,04-06-1901,Lanark
Elizabeth,Graves,1860-11-28,Larne
Robert,Kirby,21-01-1944,Dunfermline
Ethel,Eke,28-05-1906,Helensburgh
Sean,Peters,03-09-1982,Golspie
Alfred,Berry,06-08-1911,Aberdeen
James,Carbury,28-10-1938,Hamilton
George,Duck,1875-04-06,Kilsyth
Wade,Agar,20-06-1964,Motherwell
Catherine,Connell,13-02-1926,Larne
Cynthia,Gale,29-01-1931,Invergordon
Neil,Holt,07-08-1961,Enniskillen
Harold,Glyde,05-10-1918,Haddington
George,Gibbs,26-01-1927,Dumbarton
Gertrude,Lenney,01-06-1905,West Calder
Barbara,Clarke,07-02-1954,Crieff
Daisy,Furber,1893-09-04,Hawick
Lisa,Griffiths,03-09-1973,Leven
Edmund,Watts,1847-04-16,Huntly
William,Fovargue,1893-10-13,Lockerbie
Rebecca,Manwaring,1846-11-03,Blairgowrie
Henry,Gough,1865-09-11,Grantown-on-Spey
Lilian,Williams,1889-03-29,Dundee
Thomas,Owen,02-10-1906,Dumfries
Katie,Astle,17-08-1900,Inverness
John,Walters,13-08-1948,Portsoy
Frederick,Pitcher,1886-02-15,West Calder
Susan,Fleming,06-12-1956,Coatbridge
Robert,Maynard,1884-01-08,St Andrews
Jane,Spoors,1877-04-03,Crieff
Thomas,Deans,26-06-1939,Motherwell
Carry,Garrett,1874-04-12,Blairgowrie
Jane,Smith,1895-03-24,Leven
Rebecca,Shiell,11-09-1978,Newtownards
Josephine,Fairhall,17-06-1914,Dumfries
Marie,Gooch,17-08-1972,Grantown-on-Spey
Andrew,Cox,29-04-1970,Brechin
John,Collings,06-10-1922,Perth
Alice,Critchley,1853-01-31,Falkirk
Harry,Parton,1897-11-30,Lanark
Hilda,Chapman,22-08-1906,Kinross
Sydney,Davy,1880-03-09,Dingwall
Janet,Goodliffe,07-12-1936,Kilsyth
Florence,Shell,1889-12-23,Langholm
Arthur,Copestake,31-12-1900,Dalbeattie
Herbert,Finbow,21-07-1918,Ballymoney
William,Walker,07-09-1903,Ballymena
Christine,Pelham,05-08-1948,Bathgate
Robinson,Pearson,1856-01-25,Forfar
Michael,Bramley,15-09-1969,Kilmarnock
Henry,Naylor,21-12-1922,Belfast
Susannah,Seville,1879-04-29,Inverness
Christopher,Eke,27-12-1946,West Calder
Elsie,Wilkins,1895-05-12,Dromore
Joan,Gallery,23-04-1933,Dumfries
William,Lowke,29-07-1927,Brechin
Samuel,Waterfield,1849-04-26,Ardrossan
Francis,Mitchell,16-07-1915,Cupar
Norma,Jennings,27-12-1943,Forres
Michael,Cowley,25-02-1942,Clydebank
John,Crawley,1880-03-14,Glasgow
Moses,Pearson,1848-11-02,Buckie
Sarah,Dewhirst,1854-11-08,Thurso
Kenneth,Noble,06-07-1923,Lockerbie
George,Richardson,20-07-1914,Strabane
Robert,Tate,1868-12-25,Lisburn
Barbara,Watts,20-05-1910,Buckie
William,Johnson,1869-01-07,Fraserburgh
Mya,Dorgan,05-03-1960,Linlithgow
Owen,John,1855-01-24,Armagh
Madge,Ellis,08-01-1904,Langholm
William,Ames,23-03-1908,Oban
Robert,Powell,29-03-1949,Dingwall
Ann,Cawley,12-06-1971,Motherwell
Kate,Francis,1877-07-15,Arbroath
Joseph,White,1864-07-15,Jedburgh
Warren,Patterson,14-09-1973,Glasgow
Rachael,Jackson,24-10-1968,Crieff
Rosetta,Bromfield,1869-04-06,Cupar
Joseph,Lomax,1865-11-18,Bathgate
Thomas,Lappage,06-03-1903,Newry
William,Bridge,1860-01-05,Keith
John,Cushley,10-05-1945,Coleraine
Annie,Millard,1872-08-03,Perth
Eliza,Chamberlain,1838-01-28,Dromore
Emily,Mawson,13-08-1924,Milngavie
Rajesh,Persaud,06-01-1978,Inverness
William,Richardson,1876-06-11,Kinross
Catherine,Walton,01-02-1919,Kirkintilloch
Eliza,Bromley,1853-08-05,Cookstown
Emma,Thomson,1863-05-12,Helensburgh
William,Mottram,1855-09-06,Jedburgh
Edwina,Wetherhill,18-01-1955,Coleraine
Claire,Tyzack,15-12-1968,Forres
John,Jackson,1857-05-21,Belfast
George,Middleton,1865-07-06,Clydebank
Clive,Webb,01-04-1936,Hamilton
David,Etherington,06-03-1950,Dingwall
Kenneth,Harding,05-12-1930,Stornoway
Philippa,Oldfield,13-05-1972,Paisley
Jack,Bagg,17-06-1905,Wick
Henry,Fowler,1893-12-09,Dalbeattie
Nancy,Henricks,13-10-1919,Anstruther
Rhoda,Collett,1897-05-17,Dalkeith
Lionel,Jacobs,05-03-1921,Galashiels
Alfred,Staggs,05-02-1926,Perth
Colin,Clements,01-07-1961,Newry
Horatio,Thompson,13-06-1901,Lurgan
Florence,Brooks,1872-12-10,St Andrews
Eric,Dawson,28-01-1905,Tillicoultry
Bertha,Evans,1897-01-21,Bellshill
John,Hall,17-08-1911,Falkirk
Samuel,Martin,26-07-1916,Stonehaven
Marjorie,Turrall,11-10-1931,Barrhead
James,Hancock,1847-03-26,Musselburgh
John,Bennett,1862-04-17,Wick
Ellen,Thompson,1859-03-20,Kirkcaldy
Constance,Cadwallader,05-09-1905,Inverness
Charles,Holmes,1880-03-15,Milngavie
Lee,Forrest-gibson,27-11-1974,Port Glasgow
Annie,Lewis,16-01-1908,Nairn
Vivienne,Lee,22-04-1947,Newtownards
Lilian,Turner,24-02-1912,Stonehaven
June,Stanley,05-08-1935,Greenock
Mary,Devine,1889-04-14,Lanark
Katherine,Long,27-02-1963,Portsoy
Peter,Brason,09-10-1958,Oban
Bertie,Green,05-10-1931,Stornoway
Gwendoline,James,15-01-1920,Lurgan
Timothy,Darby,25-04-1975,Portadown
Julian,Davies,08-08-1970,Wishaw
Michelle,Blows,14-02-1964,Dromore
Tom,Cross,1845-10-22,Brechin
Richard,Wallace,13-03-1979,Hamilton
Mary,Clarke,1839-01-08,Kirriemuir
Leslie,Cooke,08-06-1907,Barrhead
Margaret,Howe,29-04-1905,Port Glasgow
George,Hipwell,1889-01-31,Newtownards
Kenneth,Wilding,03-06-1923,Clydebank
Arthur,Luxton,12-01-1909,Port Glasgow
William,Tipples,1884-05-05,Selkirk
Kevin,Kitt,18-06-1972,St Andrews
Elizabeth,Cockshutt,02-11-1909,Newton Stewart
Michael,Taylor,11-12-1948,Ardrossan
Leonard,Tabor,31-07-1915,Kirkwall
Nalo,Hayward,21-06-1977,Dalry
Colin,Nottage,19-10-1937,Banbridge
Lily,Fry,04-03-1906,Falkirk
Christopher,Thompson,21-05-1974,Armagh
Ellen,Riggs,1888-09-06,Perth
Emma,Jenkins,1894-03-14,Newry
Archibold,Palmer,1864-01-02,Coatbridge
Emily,Taylor,1872-07-12,Lanark
Henry,Kent,1848-08-23,Port Glasgow
Ruth,Mead,22-03-1935,Kirkcaldy
Elizabeth,Smith,1857-10-12,Portsoy
William,Freeman,1894-12-07,Anstruther
James,Lundy,1895-05-05,Peebles
Helena,Carvolth,1878-01-31,Brechin
Harry,Taylor,1871-10-24,Lurgan
Timothy,Beddow,22-03-1962,Montrose
John,Holmes,16-08-1982,Hamilton
Derek,Beadle,19-11-1927,Haddington
Elizabeth,Davies,1842-03-02,Armagh
John,Gleave,10-09-1934,Downpatrick
John,Liddell,1850-09-10,Port Glasgow
Robert,Fish,1859-12-09,Ayr
Sharon,Martin,10-12-1961,Clydebank
Ann,Tappenden,1853-10-23,Cookstown
Deborah,Fenwick,16-03-1969,Keith
Louise,Wright,04-10-1978,Hamilton
David,Vaughan,19-04-1983,Invergordon
Elsie,Garlick,1898-03-11,Carrickfergus
Thomas,Dean,20-10-1939,Barrhead
Jane,Joy,1888-06-06,Newton Stewart
George,Pearson,1852-10-03,Belfast
Ann,Spencer,1875-01-03,Thurso
Victoria,Myers,17-07-1983,Lisburn
Juan,Aguilera,21-07-1964,Airdrie
Alice,Dean,1874-05-01,Wick
Janet,Allen,05-09-1942,Rothesay
Matthew,Ward,28-05-1924,Peebles
John,Haddy,20-01-1922,Banbridge
Mary,Butterly,1888-11-27,Dungannon
Francis,Hawkes,1866-09-06,Omagh
Paul,Shand,07-11-1973,Dalbeattie
Eleanor,Williams,13-09-1912,St Andrews
Barbara,Boddy,17-06-1937,Kirkintilloch
Thomas,Basford,23-04-1945,Newry
Diane,Sykes,20-02-1947,Coleraine
Ivy,White,27-03-1927,Lockerbie
Ethel,Coussins,1883-12-27,Wick
George,Cousins,1876-01-10,Ardrossan
Maud,Pepper,1871-01-24,Musselburgh
Arthur,Hopkinson,01-05-1905,Cookstown
William,Coulson,1856-02-03,Perth
Kathleen,Ridge,19-07-1928,Downpatrick
Elaine,Mills,17-07-1969,Galashiels
John,Watkins,14-01-1929,Dundee
Mary,Raby,21-03-1915,Paisley
Frederick,Harper,11-10-1911,Clydebank
Kathleen,Routledge,01-04-1906,Selkirk
Emma,Wadham,1838-11-26,Bridge of Allan
Walter,Mcfarlane,1881-10-14,Montrose
Frank,Hampson,26-11-1902,Tillicoultry
William,Ashurst,1847-07-27,Peterhead
Jean,Soundie,17-10-1933,Ballymena
Ruth,Newlands,21-09-1926,Lockerbie
Elizabeth,Tidmarsh,1854-01-06,Galashiels
Elizabeth,Cole,1876-08-08,Keith
Richard,Slade,07-11-1967,Kinross
Deborah,Ranner,03-04-1966,Golspie
Mary,Harris,07-09-1931,Enniskillen
Amanda,Lewis,13-02-1971,Airdrie
Sarah,Bailey,1861-03-14,Lockerbie
Sarah,Wilkes,1876-04-27,Larne
Annie,Edwards,1890-02-08,Leven
Florence,Hawks,1891-11-01,Bridge of Allan
Joseph,Magnis,1844-03-18,Fraserburgh
Angela,Runham,19-03-1936,Arbroath
Hannah,Wood,1851-09-28,Ayr
Michael,Shoosmith,21-07-1942,Portadown
John,Whitehead,26-12-1935,Kirkcaldy
Brian,Hansford,13-06-1945,Omagh
Sarah,Adamson,11-02-1983,Aberdeen
Katrina,Beckett,16-04-1972,Barrhead
Emily,Hodgson,02-12-1920,Glasgow
Nicholas,Russell,08-05-1979,Strabane
Sarah,Gwynn,1851-01-25,Lanark
Philip,Williams,13-02-1966,Castle Douglas
Fanny,Jackson,1858-10-08,Portadown
Hugh,Bolton,1861-05-05,Campbeltown
Joseph,Stevens,26-04-1914,Forres
Ellen,Cook,1895-04-02,Greenock
James,Petersen,1852-12-26,Lerwick
Sarah,Sleet,1880-03-21,Buckie
Andrew,Parker,1894-12-05,Newtownards
Elizabeth,Trow,1880-01-29,Selkirk
Vernon,Langhorn,21-03-1927,Newry
Courteney,Jackson,1840-06-29,Buckie
Nicholas,Pipe,01-09-1960,Portadown
Lee,Hodgson,28-08-1981,Irvine
Norah,Gilbert,16-12-1902,Golspie
Kathleen,Foster,25-05-1919,Langholm
Emily,Nicholson,17-09-1908,Kelso
Andrew,Brown,28-02-1970,Portadown
Sarah,Chester,1844-05-30,Dufftown
Edward,Stephens,1882-04-07,Irvine
Paul,Robinett,05-09-1979,Armagh
Paul,Ryder,18-11-1955,Carluke
Joseph,Johnson,20-09-1945,Dingwall
Herbert,Cooke,1875-12-13,Helensburgh
Thomas,Ashby,1897-03-17,Hawick
Myra,Williams,10-10-1947,Kilsyth
William,Jarratt,12-05-1947,Stornoway
Amy,Fosbrook,1871-05-12,Ballymena
Nelson,Torrance,1864-04-21,Milngavie
Beryl,Hitch,14-09-1928,Kinross
Sidney,Revell,1888-11-19,Helensburgh
James,Towner,1841-10-30,Downpatrick
William,Finch,05-08-1926,Kirkcaldy
Phyllis,Hughes,30-01-1908,Haddington
Tabraiz,Pervez,11-02-1983,Kilsyth
Peter,Godfrey,02-08-1936,Newtownards
Sharon,Symns,30-08-1972,Linlithgow
John,Cussons,10-06-1956,Dundee
Laura,Allen,28-09-1983,Dumbarton
James,Shaw,19-06-1912,Lerwick
John,Sutton,1887-12-24,Falkirk
Derrick,Codlin,26-05-1938,Keith
Walter,Butcher,1877-07-10,Enniskillen
Charles,Rylance,27-04-1907,Helensburgh
Deborah,Stott,05-04-1974,Lockerbie
Thomas,James,1881-04-05,Huntly
Anna,Ward,1861-08-29,Buckie
Christopher,Comerford,19-07-1922,Dundee
William,Ingram,1873-09-23,Ballymoney
George,Moore,1876-12-02,Portsoy
Richard,Bound,26-07-1927,Edinburgh
Keith,Hawkesworth,30-12-1955,Helensburgh
Gilbert,Baxter,1867-03-15,Buckie
Samuel,Cook,1890-01-09,Strabane
Paula,Fowler,04-08-1983,Londonderry
Anna,Edwards,11-11-1979,Lanark
Elaine,Harrison,18-02-1948,Portadown
Violet,Brakley,18-05-1909,Stranraer
Ann,Corbett,1842-11-12,Campbeltown
Simon,Gilbert,1875-04-18,Kirkcaldy
William,Hooper,1846-11-17,Stirling
Frederick,Allen,18-10-1905,Omagh
Julie,Clarke,10-07-1968,Dunfermline
Eda,Fountain,1878-11-27,Belfast
Marguerite,Sayers,28-05-1947,Wishaw
Dawn,Jowsey,16-10-1965,Edinburgh
Jeanette,Brooker,14-01-1949,Dingwall
Jean,Spencer,25-09-1927,Barrhead
Edward,Woodard,28-07-1939,Bathgate
Alice,Kingston,1890-10-16,Golspie
Harold,Boulton,13-08-1921,Larne
Donald,Humphreys,27-12-1942,Hawick
Raymond,Jarvis,09-10-1932,Ayr
Elizabeth,King,1893-09-17,Lerwick
Ivy,Howes,16-10-1915,Airdrie
Florence,Price,1876-10-13,Clydebank
Thomas,Rees,1897-02-02,Banbridge
Winnie,Dalby,29-08-1922,Airdrie
Clara,Sheard,1867-07-11,Galashiels
Amy,Clayton,11-09-1982,Oban
Pauline,Orr,01-05-1958,Newry
Jennifer,Wheal-jones,09-01-1967,Lisburn
Walter,Ager,1858-02-04,Hawick
Mary,Meadowcroft,1866-05-20,Newtownards
Louisa,Rees,1845-03-19,Keith
John,Delforce,1871-03-11,Annan
Michael,Slamaker,19-09-1959,Alloa
Henry,Usher,20-02-1913,Dufftown
John,Spoors,30-11-1904,Kirkwall
Jane,Howard,1841-03-17,Glasgow
Charles,Swallow,1847-04-12,Huntly
Harry,Stotesbury,1877-01-17,Kirkcaldy
Gillian,Crandley,14-10-1949,Brechin
Mary,Williams,1849-05-02,Kinross
James,Parsons,1860-01-08,Blairgowrie
Margaret,Place,1882-09-29,Enniskillen
Edwin,Tolly,1851-11-22,Motherwell
James,Barthorp,1843-12-06,Annan
Edwin,Smith,1868-02-02,Banbridge
Minnie,Sheardown,30-11-1910,Keith
Susan,Ranshaw,1886-12-03,Jedburgh
Andrew,Livingstone,1871-03-31,Londonderry
Andrea,Keates,18-02-1980,Huntly
Rose,Rising-purdy,1892-09-15,Wishaw
Agnes,Potter,1875-01-05,Nairn
Richard,Surtees,10-10-1979,Jedburgh
George,Dacres,07-09-1962,Hamilton
John,Medhurst,29-12-1927,Dumfries
Frank,Bennett,1899-10-30,Musselburgh
Reginald,Thompson,07-01-1928,Paisley
Catherine,Newall,1872-09-30,Motherwell
??ric,Corner,01-08-1916,Bathgate
Sarah,Johnson,18-03-1901,Hawick
Irene,Holroyd,03-04-1935,Dungannon
Amelia,Byron,1857-07-30,Kelso
Lydia,Allan,31-07-1937,Ayr
Frederick,Camp,21-06-1951,Dalry
Elizabeth,Everrett,1855-08-05,Carrickfergus
??douard,Scruby,27-08-1925,Buckie
Emily,Fairbrother,1874-02-28,Keith
Daniel,Carvalho,16-10-1977,Selkirk
Julie,Woolley,20-04-1964,Nairn
Samantha,Walls,24-10-1975,Dundee
Alfred,Shipp,25-08-1909,Carluke
William,Poole,1887-01-13,Portsoy
George,Birks,1860-01-05,Keith
Lyndsey,Lewis,07-08-1980,Dunfermline
Margaret,Bartle,1857-05-17,Dalry
Victoria,Ormerod,12-08-1977,Greenock
Joe,Pye-farrand,04-01-1982,Annan
Isaac,Butler,1878-11-25,Stranraer
James,Brown,06-06-1951,Campbeltown
Emily,Jones,1889-02-05,Jedburgh
Celia,Jones,1844-08-22,Dunfermline
Richard,Holliday,28-08-1910,Dingwall
Patricia,Regan,07-12-1943,Inverness
Susanna,Musk,1857-06-03,Cookstown
Carol,Gee,05-04-1959,Elgin
Tracey,Owens,16-07-1970,Downpatrick
David,Tutt,06-06-1930,Belfast
Sylvia,Vick,11-07-1959,Fraserburgh
Sarah,Cason,03-11-1970,Coleraine
David,Evans,31-03-1946,Kilsyth
William,Braunton,1894-01-03,Coatbridge
Alexander,Mathieson,18-06-1907,Dalkeith
Michael,Douglas,26-01-1970,Lanark
Sean,Culleton,20-07-1967,Downpatrick
Steven,Shannon,16-05-1957,Paisley
Doris,Tongue,06-03-1906,Dromore
Lizzy,Farnell,1875-01-16,Dalkeith
James,Williamson,1889-01-21,Dungannon
Mary,Austwick,13-02-1926,Annan
Robert,Hurd,1839-09-23,Motherwell
Celia,Liddiard,1897-07-01,Kirriemuir
John,Howard,1848-12-19,West Calder
Elizabeth,Holdcroft,1850-01-15,Clydebank
Marjorie,Payne,28-03-1908,Newton Stewart
Brenda,Gould,19-03-1940,Belfast
Mark,Thompson,27-02-1902,Alloa
Richard,Macquoin,1874-09-26,Kirkcaldy
Mary,Evans,1863-08-08,Dalkeith
Richard,Howard,1893-01-07,Kilsyth
Minnie,Brown,1868-12-23,Arbroath
Joanne,Aitken,01-04-1972,Newtownards
Jennifer,Longland,25-02-1950,Helensburgh
Timothy,Gleghorn,23-06-1969,Carluke
Andrew,Humble,24-10-1949,Tillicoultry
Sarnjit,Kaur,10-02-1977,Lerwick
Alex,Eimerl,13-04-1983,Oban
William,Cole,1862-02-03,Fraserburgh
Kevin,Lewis,28-07-1956,Blairgowrie
Ellen,Green,03-08-1925,Coatbridge
Lorna,Fung,08-02-1959,Dalkeith
John,Blyth,28-08-1907,Dalkeith
Norman,Collyer,21-01-1918,Thurso
Mabel,Walker,1893-07-16,Dungannon
Christine,Lawrey,26-12-1957,Dungannon
Tracy,Brady,25-08-1971,Londonderry
Mary,Gibson,1839-12-25,Stranraer
Fiona,Dyer,30-03-1959,Lerwick
Male,Hill,1850-09-25,Anstruther
Lilias,Simpson,1897-06-19,Dingwall
John,Cheshire,1865-07-22,Armagh
Dorothy,Jackson,1838-12-02,Kirkintilloch
Clare,Worthington,08-04-1978,Motherwell
Charles,Wells,1854-01-08,Dalry
Cecil,Stanners,26-01-1911,Rothesay
Irene,Cox,22-10-1909,Dunfermline
Jane,Davies,1875-12-28,Selkirk
Alison,Jenkins,22-03-1962,Dromore
Harry,Winterbottom,1865-04-07,Lockerbie
Karen,Taylor,04-02-1963,Ballymena
Robert,Elliott,1896-05-16,Stonehaven
Sheila,Tennick,14-05-1951,Greenock
Margaret,Thompson,07-09-1918,Hawick
William,Scarr,31-03-1965,Lerwick
Oscar,Reece,17-05-1972,Keith
Percy,Mole,1878-11-04,Dalbeattie
Albert,Hopkins,1893-02-05,Ballymoney
Samuel,Weston,1888-04-24,Lockerbie
Edward,Linnell,1842-11-29,Brechin
Beatrice,Hollis,1870-05-31,Aberdeen
Norman,Ponton,19-04-1910,Greenock
John,Major,1892-01-08,Annan
Jean,Bartlett,17-04-1945,Kirkwall
Bridget,Mcmanus,1892-09-18,Ballymena
Emily,Stocker,04-02-1901,Elgin
David,Koffel,22-02-1910,Falkirk
Olufemi,Ogunniyi,31-10-1972,Bridge of Allan
Juliet,Heywood,09-11-1951,Armagh
Valerie,Collier,27-10-1937,Coleraine
Frank,Tetlow,1871-05-21,Stranraer
Edward,Devine,27-11-1902,Paisley
Florence,Miles,14-11-1908,Hamilton
Joanne,Petchey,24-08-1972,Linlithgow
Kurt,Greenhalgh,04-03-1981,Elgin
Isaac,Simon,1895-10-23,Dalry
Arthur,Baker,01-03-1927,Brechin
John,Grosvenor,06-04-1925,Alloa
Thomas,Brawn,1840-11-05,Portsoy
Edna,Arrandale,07-06-1913,Grantown-on-Spey
Patrick,Mitchell,24-02-1963,Kirkwall
Stanley,Eaton,24-03-1916,Montrose
Ernest,Holmwood,1888-05-05,Dunfermline
Ann,King,1875-08-23,Belfast
Martha,Domm,1879-06-29,Arbroath
Ivy,Irving,23-08-1917,Galashiels
Mark,Somerville,15-05-1980,Carrickfergus
Edward,Bye,1864-02-12,Forfar
Emanuel,Bradford,1882-11-18,Kirkintilloch
Jane,Whitfield,1866-12-07,Milngavie
Joan,Wright,23-10-1916,Golspie
Zoe,Clarke,1893-09-14,Peterhead
Thomas,Roberts,1864-03-10,Dumbarton
